ID,Item_Outlet_Sales
FDW58OUT049,1936.560275675675
FDW14OUT017,1273.9359304347824
NCN55OUT010,575.5091225225228
FDQ58OUT017,2755.237058823529
FDY38OUT027,5383.167574485485
FDH56OUT046,1780.5894371134013
FDL48OUT018,940.6352315789472
FDC48OUT027,2457.5227743119253
FDN33OUT045,1558.796063934426
FDA36OUT017,3326.0953560439552
FDT44OUT017,1957.4224088888886
FDQ56OUT045,1431.7714943396227
NCC54OUT019,575.5091225225228
FDU11OUT049,1780.5894371134013
DRL59OUT013,780.202365384615
FDM24OUT049,2207.200977777778
FDI57OUT045,3715.572070967742
DRC12OUT018,2920.2364867924534
NCM42OUT027,2914.0333095890414
FDA46OUT010,487.73405242718434
FDA31OUT013,2624.975247058823
NCJ31OUT035,3842.456637500001
FDG52OUT046,801.9385789473682
NCL19OUT019,337.08923716814155
FDS10OUT035,3380.7012194444437
FDX22OUT010,487.73405242718434
NCF19OUT035,727.5229344262295
NCE06OUT046,2474.211961702128
DRC27OUT046,4058.7744677165347
FDE21OUT035,1936.560275675675
NCR42OUT019,102.3485663865546
FDX51OUT018,2920.2364867924534
NCR06OUT018,399.839532
FDU31OUT027,5675.920779890766
FDU59OUT017,2419.28918630137
FDR03OUT027,5383.167574485485
FDS49OUT027,2457.5227743119253
FDD48OUT010,225.79432058823522
NCF18OUT017,3094.00795221239
NCD43OUT027,2914.0333095890414
NCD54OUT018,2084.8607561904764
FDY19OUT010,225.79432058823522
NCY54OUT017,3146.6421357142863
NCL19OUT018,2084.8607561904764
FDP23OUT010,508.54828307692316
FDC26OUT013,2146.8721
FDR14OUT010,161.8369571428572
NCS41OUT035,3380.7012194444437
FDF41OUT035,3842.456637500001
FDU34OUT046,1988.1453800000008
DRH11OUT046,973.9460151724136
FDM03OUT013,1611.9219757575754
FDS31OUT017,3380.7012194444437
FDJ20OUT017,1988.1453800000008
FDV44OUT027,4751.716177391304
FDG02OUT049,3326.0953560439552
FDA09OUT013,3068.702463636365
FDT04OUT013,792.7400263157896
FDL58OUT019,575.5091225225228
FDE52OUT045,1464.418564102564
FDW12OUT035,2281.9131855421683
FDL51OUT017,3984.3147823129248
NCY42OUT027,3965.5480337662325
FDR07OUT017,1515.8874776119399
FDN40OUT045,2478.3216071428574
FDB35OUT027,2457.5227743119253
FDA22OUT017,2846.4184951612897
NCL06OUT046,4058.7744677165347
FDI35OUT013,3096.203029999998
NCW42OUT045,3704.478455737706
NCX06OUT049,3096.203029999998
FDC37OUT027,2914.0333095890414
FDZ14OUT018,1677.776835294118
DRG49OUT049,4058.7744677165347
NCG06OUT045,3993.597258508602
DRC36OUT045,2846.4184951612897
FDV21OUT019,288.11454687500003
FDB53OUT046,2751.7712746268676
DRP47OUT019,575.5091225225228
FDA14OUT013,2527.8081633802817
DRC24OUT035,2478.3216071428574
FDW21OUT018,1406.6850580645155
NCH29OUT046,1515.8874776119399
FDU58OUT013,3326.0953560439552
FDY27OUT017,2624.975247058823
FDV56OUT035,1936.560275675675
FDT59OUT046,4013.3510156862762
FDB23OUT046,3704.478455737706
FDR49OUT045,727.5229344262295
FDB03OUT010,575.5091225225228
FDN39OUT045,2667.4028625
FDX02OUT027,5383.167574485485
FDQ16OUT027,2914.0333095890414
FDU35OUT018,1406.6850580645155
NCT29OUT013,1988.1453800000008
FDZ27OUT046,801.9385789473682
FDN57OUT017,2284.0810930232556
FDA03OUT018,2084.8607561904764
FDZ36OUT045,3326.0953560439552
NCU05OUT013,1150.31461025641
FDT39OUT018,2084.8607561904764
FDK60OUT017,1515.8874776119399
FDZ25OUT017,2846.4184951612897
FDG12OUT046,2174.2892415094343
DRB01OUT019,508.54828307692316
NCC43OUT027,5675.920779890766
FDX13OUT019,575.5091225225228
FDM22OUT049,879.4070068965523
FDJ03OUT027,940.6352315789472
FDU14OUT018,3494.855218666666
FDB33OUT010,501.2734222222222
FDP27OUT046,3302.913586111111
FDO38OUT010,161.8369571428572
FDE28OUT027,5675.920779890766
FDO27OUT035,1558.796063934426
DRL23OUT027,2914.0333095890414
FDS28OUT046,879.4070068965523
FDX24OUT013,1464.418564102564
FDZ02OUT035,1558.796063934426
FDL46OUT045,1936.560275675675
FDS60OUT027,4751.716177391304
NCO06OUT017,552.5748352941177
FDO16OUT035,1431.7714943396227
FDC60OUT049,1273.9359304347824
FDA48OUT018,3195.417021176471
FDZ36OUT027,4751.716177391304
FDK27OUT045,1918.5776025
FDW23OUT018,399.839532
FDM14OUT018,1677.776835294118
FDM14OUT013,1741.69951
FDW60OUT018,2530.5145595744684
FDE21OUT013,1741.69951
NCM42OUT035,1936.560275675675
FDY59OUT010,161.8369571428572
DRI49OUT049,1285.070091428571
FDT28OUT019,337.08923716814155
FDQ22OUT018,399.839532
FDR60OUT049,1285.070091428571
FDC50OUT019,212.97767058823524
FDV24OUT013,2235.696478
DRF48OUT010,508.54828307692316
FDQ47OUT046,698.9885447619042
DRN36OUT049,1515.8874776119399
NCY06OUT035,1988.1453800000008
FDE52OUT035,1273.9359304347824
NCB54OUT045,1918.5776025
NCF31OUT035,2478.3216071428574
FDJ08OUT027,5675.920779890766
NCC07OUT017,1706.6531673758873
NCD19OUT027,1666.1957093750002
FDL46OUT049,2174.2892415094343
FDM20OUT045,4407.926396992481
NCI06OUT010,391.1322803030305
DRM11OUT035,4407.926396992481
NCH07OUT018,2084.8607561904764
FDS23OUT013,2146.8721
FDO49OUT018,940.6352315789472
FDS35OUT049,1030.79156
DRK39OUT045,1431.7714943396227
DRI39OUT049,973.9460151724136
FDV04OUT017,2419.28918630137
NCN14OUT035,3380.7012194444437
FDH08OUT013,4013.3510156862762
FDS20OUT046,3326.0953560439552
FDV40OUT049,1285.070091428571
FDZ48OUT010,225.79432058823522
FDS24OUT027,2457.5227743119253
FDK44OUT049,2486.1711777777778
FDS48OUT045,2281.9131855421683
FDK26OUT010,508.54828307692316
FDD23OUT045,3326.0953560439552
NCH54OUT017,2755.237058823529
NCP14OUT010,225.79432058823522
FDM60OUT010,102.3485663865546
FDV24OUT017,2281.9131855421683
FDH08OUT018,3195.417021176471
FDS12OUT027,3223.8792590909084
FDR39OUT027,4244.365338823531
FDP12OUT027,792.7400263157896
DRF60OUT027,5383.167574485485
FDC09OUT035,1706.6531673758873
FDF50OUT018,2920.2364867924534
FDG28OUT035,4407.926396992481
NCE19OUT017,879.4070068965523
NCM53OUT010,288.11454687500003
NCN18OUT049,1936.560275675675
FDF32OUT035,2958.125621428572
FDF11OUT013,4407.926396992481
DRI59OUT049,3704.478455737706
NCG54OUT035,2846.4184951612897
FDM44OUT046,1706.6531673758873
FDT57OUT018,3195.417021176471
FDV24OUT046,2207.200977777778
FDI50OUT019,575.5091225225228
FDS09OUT035,879.4070068965523
NCC31OUT027,3965.5480337662325
FDQ07OUT019,689.7385363636363
FDC22OUT017,2958.125621428572
FDZ56OUT046,2486.1711777777778
FDZ40OUT019,102.3485663865546
FDS46OUT027,3223.8792590909084
DRD24OUT045,2281.9131855421683
FDV45OUT017,3380.7012194444437
FDL26OUT045,2755.237058823529
FDA56OUT018,1677.776835294118
FDN27OUT046,2174.2892415094343
FDM20OUT049,4058.7744677165347
FDO16OUT017,1431.7714943396227
FDL03OUT035,3094.00795221239
FDE58OUT046,1936.560275675675
FDI02OUT027,2914.0333095890414
NCC55OUT019,102.3485663865546
FDR03OUT018,2920.2364867924534
FDB14OUT017,1464.418564102564
FDR45OUT013,4407.926396992481
NCN07OUT017,2185.723043181817
FDM51OUT019,243.1450384615385
FDT52OUT027,5675.920779890766
FDL26OUT046,2474.211961702128
NCZ42OUT046,4058.7744677165347
DRI47OUT019,337.08923716814155
FDW40OUT013,2527.8081633802817
FDN34OUT046,2846.4184951612897
FDS01OUT035,3068.702463636365
NCG55OUT045,1936.560275675675
FDC11OUT035,1273.9359304347824
FDX35OUT018,3195.417021176471
NCB06OUT046,2474.211961702128
FDR09OUT019,575.5091225225228
FDC53OUT017,1515.8874776119399
FDY45OUT013,3993.597258508602
FDA22OUT010,391.1322803030305
FDE02OUT035,1558.796063934426
FDW21OUT045,1706.6531673758873
FDV34OUT046,1373.085680952381
FDS59OUT049,1936.560275675675
NCW17OUT017,2185.723043181817
NCK54OUT046,1936.560275675675
FDG17OUT019,575.5091225225228
FDG35OUT017,2667.4028625
FDD08OUT010,102.3485663865546
NCO07OUT017,3984.3147823129248
FDJ10OUT010,337.08923716814155
FDW36OUT017,1706.6531673758873
FDW21OUT010,243.1450384615385
FDY19OUT017,1822.8202315789476
DRE03OUT013,727.5229344262295
NCC55OUT049,620.3036666666667
FDH52OUT010,161.8369571428572
FDO09OUT017,3842.456637500001
FDU43OUT045,3993.597258508602
FDX09OUT010,391.1322803030305
FDH40OUT019,212.97767058823524
FDW58OUT017,1706.6531673758873
FDC47OUT017,3984.3147823129248
NCR41OUT035,1558.796063934426
DRG49OUT035,4407.926396992481
FDC52OUT027,3965.5480337662325
FDY13OUT046,1285.070091428571
FDY35OUT013,792.7400263157896
FDI35OUT017,3380.7012194444437
NCU18OUT049,2284.0810930232556
FDY33OUT018,2084.8607561904764
FDC15OUT027,4244.365338823531
FDU01OUT049,3096.203029999998
NCU42OUT046,2846.4184951612897
NCV29OUT018,2530.5145595744684
NCY30OUT017,3380.7012194444437
FDQ46OUT049,1780.5894371134013
FDG58OUT027,4244.365338823531
FDK33OUT017,3984.3147823129248
NCD07OUT045,1936.560275675675
NCX29OUT027,4244.365338823531
NCT42OUT013,2235.696478
DRN59OUT035,727.5229344262295
FDI44OUT035,1373.085680952381
FDA45OUT049,2667.4028625
FDP31OUT045,1030.79156
FDY01OUT046,1957.4224088888886
FDT09OUT018,1899.0946299999996
DRH03OUT027,2457.5227743119253
FDA36OUT018,2675.5173000000004
NCF31OUT017,2478.3216071428574
FDG14OUT049,2207.200977777778
FDG28OUT027,5675.920779890766
FDU14OUT049,4058.7744677165347
FDY47OUT019,288.11454687500003
FDI56OUT049,1464.418564102564
DRD01OUT013,780.202365384615
FDM22OUT046,879.4070068965523
FDH33OUT013,792.7400263157896
DRZ24OUT013,2146.8721
NCQ38OUT046,1706.6531673758873
FDO16OUT027,2457.5227743119253
FDU07OUT027,3965.5480337662325
NCB07OUT013,2846.1308301369863
FDU48OUT045,1918.5776025
NCM43OUT045,2846.4184951612897
FDR31OUT010,337.08923716814155
DRK49OUT018,399.839532
NCI30OUT010,575.5091225225228
DRD60OUT017,3380.7012194444437
NCG19OUT046,3459.525959124087
FDH12OUT035,1903.5311972972968
FDM32OUT035,1464.418564102564
FDM27OUT035,2419.28918630137
NCU53OUT027,4751.716177391304
NCQ18OUT046,1611.9219757575754
FDS10OUT013,2667.4028625
FDB33OUT027,3965.5480337662325
FDI12OUT013,1431.7714943396227
NCW42OUT013,3704.478455737706
NCC06OUT018,1677.776835294118
FDW02OUT017,2185.723043181817
NCD43OUT017,1706.6531673758873
FDM57OUT018,1129.2937611650482
FDA58OUT017,3984.3147823129248
FDK56OUT046,3326.0953560439552
FDP52OUT045,4013.3510156862762
FDW20OUT018,1677.776835294118
FDS52OUT049,1622.3015959999996
NCT29OUT018,1677.776835294118
NCL54OUT013,3068.702463636365
FDC05OUT045,2846.1308301369863
FDF34OUT035,2958.125621428572
FDP03OUT027,3223.8792590909084
FDD32OUT010,161.8369571428572
FDZ10OUT045,1918.5776025
FDZ40OUT035,879.4070068965523
FDD51OUT018,399.839532
NCY30OUT019,391.1322803030305
FDP58OUT017,3984.3147823129248
FDV49OUT017,4407.926396992481
FDY24OUT019,102.3485663865546
NCO55OUT017,1611.9219757575754
FDR13OUT017,1936.560275675675
FDS51OUT017,973.9460151724136
FDP26OUT045,1780.5894371134013
NCB54OUT027,3223.8792590909084
FDF32OUT017,2958.125621428572
FDN31OUT018,2675.5173000000004
DRM48OUT017,698.9885447619042
FDN20OUT049,2667.4028625
DRL01OUT046,4013.3510156862762
FDV56OUT049,1706.6531673758873
DRH13OUT027,2914.0333095890414
FDA03OUT017,2281.9131855421683
FDF47OUT027,5383.167574485485
FDX32OUT046,2751.7712746268676
FDX57OUT049,1515.8874776119399
NCA30OUT045,3094.00795221239
FDO49OUT013,727.5229344262295
FDL04OUT019,288.11454687500003
DRM48OUT035,698.9885447619042
FDR16OUT013,3459.525959124087
NCC19OUT018,2920.2364867924534
NCE42OUT045,4013.3510156862762
FDY24OUT017,879.4070068965523
FDH19OUT049,2667.4028625
FDJ46OUT013,2846.4184951612897
FDN45OUT010,689.7385363636363
FDY08OUT035,2106.9753153846154
FDZ37OUT035,1431.7714943396227
NCT30OUT045,727.5229344262295
DRY23OUT018,399.839532
NCZ30OUT018,1677.776835294118
FDC44OUT018,1677.776835294118
FDB45OUT035,1706.6531673758873
FDY04OUT013,2527.8081633802817
FDM27OUT046,2474.211961702128
FDZ43OUT017,4407.926396992481
FDT39OUT019,337.08923716814155
NCC06OUT019,288.11454687500003
FDL15OUT027,3965.5480337662325
FDL57OUT017,3993.597258508602
FDU08OUT046,1622.3015959999996
FDK40OUT017,4407.926396992481
FDQ12OUT010,575.5091225225228
FDS48OUT017,2281.9131855421683
FDP09OUT045,3704.478455737706
FDW21OUT049,1622.3015959999996
FDY25OUT035,3380.7012194444437
DRE13OUT017,1431.7714943396227
FDV43OUT019,102.3485663865546
FDD22OUT045,1780.5894371134013
FDM46OUT019,212.97767058823524
NCO30OUT010,487.73405242718434
FDM25OUT046,2846.4184951612897
NCN41OUT049,2174.2892415094343
FDU24OUT045,1558.796063934426
FDZ50OUT046,3096.203029999998
FDP45OUT013,3993.597258508602
NCM54OUT045,1918.5776025
FDW10OUT019,391.1322803030305
FDP20OUT017,2185.723043181817
FDK32OUT046,2751.7712746268676
FDN52OUT049,1273.9359304347824
FDM58OUT045,1936.560275675675
FDZ46OUT027,2914.0333095890414
NCA18OUT018,1677.776835294118
FDD35OUT046,2174.2892415094343
NCK31OUT035,727.5229344262295
FDI40OUT027,2540.124911764706
FDT50OUT019,243.1450384615385
NCT06OUT046,2474.211961702128
FDT31OUT035,3380.7012194444437
FDT45OUT049,879.4070068965523
FDT13OUT045,3096.203029999998
FDO50OUT045,1464.418564102564
NCU18OUT010,337.08923716814155
NCR54OUT049,3302.913586111111
NCO18OUT018,2530.5145595744684
FDU09OUT045,879.4070068965523
FDT13OUT018,2675.5173000000004
FDE09OUT046,1936.560275675675
NCK53OUT019,243.1450384615385
FDG45OUT049,3704.478455737706
DRH15OUT035,727.5229344262295
FDO21OUT019,689.7385363636363
FDD14OUT027,4244.365338823531
FDC09OUT046,1706.6531673758873
FDH45OUT027,792.7400263157896
FDV32OUT046,1030.79156
FDG12OUT035,1822.8202315789476
FDS32OUT013,2527.8081633802817
NCL55OUT018,3494.855218666666
DRE01OUT035,3842.456637500001
DRE15OUT049,1285.070091428571
NCL42OUT045,3993.597258508602
FDP31OUT013,780.202365384615
FDN33OUT018,1129.2937611650482
FDZ59OUT046,2419.28918630137
FDE45OUT010,391.1322803030305
FDJ07OUT013,1822.8202315789476
FDQ45OUT018,2675.5173000000004
FDM33OUT027,5675.920779890766
FDO15OUT010,161.8369571428572
FDM46OUT013,1464.418564102564
FDR03OUT045,2846.1308301369863
FDY49OUT018,2530.5145595744684
FDQ60OUT045,1780.5894371134013
FDW10OUT049,2667.4028625
FDO51OUT049,801.9385789473682
